document_id,clean_text,sentiment
405,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
406,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
407,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
408,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
409,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
410,carrier activate unpaid overdue charges unusable,neutral
411,certified dead pixels flickering,negative
412,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
413,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
414,scared go wrong looks doesnt 1 100 recommend,positive
415,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,positive
416,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
417,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
418,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
419,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
420,carrier activate unpaid overdue charges unusable,negative
421,certified dead pixels flickering,negative
422,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
423,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
424,scared go wrong looks doesnt 1 100 recommend,positive
425,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
426,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
427,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,positive
428,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
429,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
430,carrier activate unpaid overdue charges unusable,negative
431,certified dead pixels flickering,neutral
432,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
433,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
434,scared go wrong looks doesnt 1 100 recommend,neutral
435,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
436,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
437,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
438,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
439,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,positive
440,carrier activate unpaid overdue charges unusable,neutral
441,certified dead pixels flickering,neutral
442,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
443,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
444,scared go wrong looks doesnt 1 100 recommend,negative
445,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
446,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
447,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
448,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
449,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
450,carrier activate unpaid overdue charges unusable,positive
451,certified dead pixels flickering,positive
452,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
453,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,neutral
454,scared go wrong looks doesnt 1 100 recommend,negative
455,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
456,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
457,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
458,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
459,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
460,carrier activate unpaid overdue charges unusable,positive
461,certified dead pixels flickering,negative
462,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
463,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,positive
464,scared go wrong looks doesnt 1 100 recommend,neutral
465,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,neutral
466,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,negative
467,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
468,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
469,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,negative
470,carrier activate unpaid overdue charges unusable,neutral
471,certified dead pixels flickering,negative
472,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,positive
473,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
474,scared go wrong looks doesnt 1 100 recommend,positive
475,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,positive
476,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,neutral
477,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,neutral
478,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,negative
479,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
480,carrier activate unpaid overdue charges unusable,negative
481,certified dead pixels flickering,negative
482,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,neutral
483,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
484,scared go wrong looks doesnt 1 100 recommend,positive
485,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
486,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
487,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,positive
488,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,neutral
489,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,neutral
490,carrier activate unpaid overdue charges unusable,negative
491,certified dead pixels flickering,neutral
492,arrived cracked corner unlock button soft mushy considered back glass replaced startup displays logoi paid online 15 unlock contract total waste moneyi wish checked reviews scam,negative
493,used renewed private seller selling activate verizon ive moved seems previously paired spectrum network protector advertised included consider huge plastic covered protector pictured,negative
494,scared go wrong looks doesnt 1 100 recommend,neutral
495,fine factory opens every specific apps installed deleted verizon works guess technically feels sketchythe doesn’t quite apps whatsapp weird calls don’t person line sometimes hears voice normally sometimes electronifiedso sure don’t think refurbishing aren’t,negative
496,renewed looks feels brand less exception tape manuals chargers headphones usb piece brand working manufacturer working great saved much money,positive
497,works far currently spending check areas seems good 4 star rating wanted get earphone good buy,negative
498,pray exercising corporate selling someones stolen cuz theres nothing wrong certified wiped dropped cricket booted worked away week message saying erase bloatware install stuff without data checked online legit problems great half price yeah believer,positive
499,first received thought okay perfect condition sight turned tmobile confused supposed bring would use turned use even carrier sprint seemed okay first actually everyone saying texts notifications fitbit thought weird didnt think much best texted 5 1 posted facebook asking anyone else message reply told realized receiving went back sprint could help already restart delete nothing worked told problem return buy onetoday driving listening spotify stops starts life pause started looked recently majority looked playlists 60 added playlists moment hacked went emails saw multiple people signing activated helped someone across world get login information change every passwords especially bank information tomorrow calling bank inform happeneddo cheap reason anything ever always bought problem especially telling would known people could broken lot spotify else gotten mine,positive
